location_id,name,локация_дубль_система,решение,city,region,country,latitude,longitude,is_active,is_paused,public_url,map_url,updated_at
0252BEA1-1F08-484D-B56A-B5307666C146,парк Покровское-Стрешнево,,,Москва,,,55.8172,37.4854,1,0,https://runpark.ru/Places/pokrovskostreshnevo,,
F8B285C0-8477-4739-BF0E-B7AD3CA78352,Лебединое озеро,five_verst: sormovskiypark / Сормовский парк (0.01 km),,Нижний Новгород,,,56.3422,43.8617,1,1,https://runpark.ru/Places/sormovo,,
34ECBA2D-7326-4542-BB99-B875D0FD5559,"Khujand, Navruzgoh",,,"Таджикистан, Худжанд",,,40.2998,69.6452,1,1,https://runpark.ru/Places/khujand,,
BE991E02-A38A-44F7-B895-BD1972E33AEC,"Парк ""Боева Дача""",five_verst: boevadacha / Боева Дача (0.08 km),,Курск,,,51.7419,36.2109,1,1,https://runpark.ru/Places/boevadacha,,
A2869C8D-9CFD-4D08-A854-C54C9B7492A9,"Северная Набережная, 9. Напротив магазина ""Самобранка"".",,,Киров,,,58.6481,49.62,1,0,https://runpark.ru/Places/fileyskypark,,
A5E85BCA-A395-468B-B46E-CA089D897EB3,Вход в парк им. 50-ти летия советской власти,five_verst: muromets / Муромец (0.01 km),,Муром,,,55.575,42.0246,1,1,https://runpark.ru/Places/muromets,,
10751F96-C709-40AF-9751-CE15191D49DF,Калуга. Набережная Яченского водохранилища. Вертолётка.,five_verst: gubernskypark / Калуга (0.01 km),,Калуга,,,54.514,36.2233,1,1,https://runpark.ru/Places/parkbeg40,,
C481420E-EF08-438B-8901-D2D902FCB50D,Круглая сцена перед Театром Кукол,,,Дзержинск,,,56.2364,43.4663,1,0,https://runpark.ru/Places/nn_dzerginskrun,,
E6F8F382-51DF-4DF7-842C-D6A392DB584B,"Верхне-Волжская набережная, 9/1 (у самолёта Ньюпор)",,,Нижний Новгород,,,56.3291,44.019,1,0,https://runpark.ru/Places/new5run,,
6A6B7CE2-2365-47C7-BAAD-DF861BD782DA,Беседка возле Черневских прудов,five_verst: butovo / Бутово (0.00 km),,Москва,,,55.5393,37.5233,1,1,https://runpark.ru/Places/butovo,,
38FF7CDA-C94D-4117-B17E-E0BA9EC4570F,Лавочки у зеленого моста через Яузу напротив школы №10,,,Москва,,,55.8984,37.713,1,1,https://runpark.ru/Places/mytishchicentralpark,,
0A63F399-25B2-4EB9-BF31-E544C7559851,Перекресток главной аллеи и круга вокруг озера,,,"Грузия, Тбилиси",,,41.7417,44.7394,1,0,https://runpark.ru/Places/LakeRunTbilisi,,
C8675C7E-91DA-40A7-8A09-E6B3A909E9F9,Сцена Покровского парка,five_verst: chertanovopokrovskypark / Чертаново Покровский парк (0.01 km),,Москва,,,55.604,37.6242,1,1,https://runpark.ru/Places/chertanovopokrovskypark,,
CCD382DD-3E92-42DF-BA5B-EC77E2DF7222,Сцена в парке,five_verst: park850letiyamoskvy / Марьино (0.41 km),,Москва,,,55.6454,37.7615,1,1,https://runpark.ru/Places/myRUNo,,
597F662E-2B72-40DC-863E-FC4A8BFE096E,ПКиО г.Жуковский,,,Жуковский,,,55.5896,38.1264,1,1,https://runpark.ru/Places/zhukovsky,,
F4BA8178-CA20-4693-9F34-FD07A9852994,ЦПКиО,five_verst: kurgancentralpark / Курган Центральный парк (0.01 km),,Курган,,,55.432394,65.326696,1,1,https://runpark.ru/Places/runkurgan,,
